Car_id,Bus_model
7A128396D54D8B8A,5BD6A4EE56A73320
96417AEB29C87222,95D565EF66E7DFF9
96417AEB29C87222,95D565EF66E7DFF9
96417AEB29C87222,95D565EF66E7DFF9
CC26E78E17B58EC3,5BD6A4EE56A73320
909220E03F83F015,5CE8EFB41E0515D7
5AAB53B4AD15E95E,99BA9780D7CEBA09
3CFEB4876814BB1D,368BB2EF1243A436
9EEAAB74278FCAFE,5BD6A4EE56A73320
AB5130D75C0C3E6B,5BD6A4EE56A73320
E08702F92DFD3237,368BB2EF1243A436
E08702F92DFD3237,368BB2EF1243A436
B7B5CEF1796B3983,368BB2EF1243A436
B7B5CEF1796B3983,368BB2EF1243A436
5EA3F6E99D23E7C4,368BB2EF1243A436
DA974E308428A555,368BB2EF1243A436
21953450814CB3CA,368BB2EF1243A436
D2ED6A5C1D933C6A,368BB2EF1243A436
8C968E72C5C95671,368BB2EF1243A436
BA33F9012CCD11FE,368BB2EF1243A436
BA33F9012CCD11FE,368BB2EF1243A436
7D2AFE6D456A8086,368BB2EF1243A436
57FA2DDCB32206CA,368BB2EF1243A436
EC81F9E09E485CA5,368BB2EF1243A436
41E9871238F419C8,5CE8EFB41E0515D7
58ACB22AF5C917D7,C364D5CFCE27A115
9145CB554DECDE77,5CE8EFB41E0515D7
DC9F5C4F60A4B88A,5CE8EFB41E0515D7
CB5F5DB01EF8514A,5BD6A4EE56A73320
664EA1F4A2FA6B80,5BD6A4EE56A73320
E9B469C287E7D6FC,5BD6A4EE56A73320
83BD7B72B7585D4F,C9B79EBF778FE972
B7993E33EC832152,5CE8EFB41E0515D7
11D6F58D12957BA7,5CE8EFB41E0515D7
91D37128FBA84E16,5CE8EFB41E0515D7
462FE51DC76B7657,C364D5CFCE27A115
EC6A8C43F722A897,95D565EF66E7DFF9
EC6A8C43F722A897,95D565EF66E7DFF9
EC6A8C43F722A897,95D565EF66E7DFF9
EC6A8C43F722A897,95D565EF66E7DFF9
26BB8215393DE514,5CE8EFB41E0515D7
5D3B32084F9AE32F,5BD6A4EE56A73320
3E12DBEFC6E8EDDD,5BD6A4EE56A73320
6C4280AEB123A512,897D8CD74D249C84
E9CFDB764F565288,C364D5CFCE27A115
9901C30A581E1EC7,368BB2EF1243A436
9901C30A581E1EC7,368BB2EF1243A436
E2AB130B40AF7EF7,5BD6A4EE56A73320
FF4212850F583E50,460ABAE584E27A2A
7F4499F4C3CBD0BC,C364D5CFCE27A115
A43CF5CDED43D78C,5BD6A4EE56A73320
31552F15B4488FD8,99BA9780D7CEBA09
2DB993E58A18F985,99BA9780D7CEBA09
6D79B66C3D689694,C364D5CFCE27A115
51D2ECF6A4A7570A,5CE8EFB41E0515D7
F198CBBFD35C81FE,C364D5CFCE27A115
9D5C93AAF64AD032,368BB2EF1243A436
9D5C93AAF64AD032,368BB2EF1243A436
C0866C9A68B0726A,5BD6A4EE56A73320
1BED1B7A00A26FF4,5CE8EFB41E0515D7
DAE1F984F1EBABF3,C364D5CFCE27A115
D86C64D88AA6BAFA,368BB2EF1243A436
D86C64D88AA6BAFA,368BB2EF1243A436
BE8AF13742807C74,5BD6A4EE56A73320
4F455566C345B7AD,5BD6A4EE56A73320
0E0716BBE1670AAB,368BB2EF1243A436
0E0716BBE1670AAB,368BB2EF1243A436
2E33928C2F278EDC,5CE8EFB41E0515D7
F3C7C160F29426A0,5CE8EFB41E0515D7
5772C25BC8D8CBB3,BECA51082AEC472A
44819E4EF1B44979,5BD6A4EE56A73320
955E87E8CD65512D,5CE8EFB41E0515D7
5F10F9FC03201691,368BB2EF1243A436
5F10F9FC03201691,368BB2EF1243A436
B012E5E9EDADF117,897D8CD74D249C84
80BBA3582CD7EA67,BECA51082AEC472A
80BBA3582CD7EA67,BECA51082AEC472A
4B01B316A1E59371,5BD6A4EE56A73320
F7D08DEAD949B92C,5BD6A4EE56A73320
52951D45F4796162,5CE8EFB41E0515D7
52951D45F4796162,5CE8EFB41E0515D7
89F5403D961A65E6,C364D5CFCE27A115
22145D009FFF08C3,99BA9780D7CEBA09
5639AFA9ADD66FBF,5CE8EFB41E0515D7
5639AFA9ADD66FBF,5CE8EFB41E0515D7
4486EC31935E8E98,5BD6A4EE56A73320
EA1FEC44D06E3926,C364D5CFCE27A115
F2F73A4EEDDC10A7,5BD6A4EE56A73320
43F1882F3CF8F1AE,75556553A5F08E4C
43F1882F3CF8F1AE,75556553A5F08E4C
0AAC819ABC2F513E,5BD6A4EE56A73320
7995C611A96AD0BA,BECA51082AEC472A
B22A8ED2FCB69138,897D8CD74D249C84
60E62A0DC6C220DD,C364D5CFCE27A115
B089B3F5693C2091,C364D5CFCE27A115
399A1648E4FD00FD,C9B79EBF778FE972
62F5E3D777E0A942,5CE8EFB41E0515D7
72355C4CA153DB75,5BD6A4EE56A73320
8A058FEC33843061,75556553A5F08E4C
8A058FEC33843061,75556553A5F08E4C
9596B603FA433EC2,C9B79EBF778FE972
2AA8DD3D4778D411,5BD6A4EE56A73320
A0ADFB2FED95A077,137346825DFD71FE
37E6631E91BE6065,897D8CD74D249C84
45B3972C0DEC231F,99BA9780D7CEBA09
4993C4C98035F0A9,C364D5CFCE27A115
401C099A4DC87C1E,8D88EA131D85C17E
5DC92066A8559DF4,368BB2EF1243A436
756EA1F8F1518ACD,C364D5CFCE27A115
1CF14619E761B071,C364D5CFCE27A115
A3F948D034367613,C364D5CFCE27A115
1A99709F6DB7BD47,C364D5CFCE27A115
6002D4A5C789296A,C364D5CFCE27A115
9B2B4E9C15C2BB54,C364D5CFCE27A115
E83FBE6304D4C902,C364D5CFCE27A115
639424223A9FADC0,C364D5CFCE27A115
EFCF4F98619B767B,C364D5CFCE27A115
E3161867254BA3AD,5BD6A4EE56A73320
CCC44C42A8B148CE,C364D5CFCE27A115
1A04602AD91DBB96,5BD6A4EE56A73320
0CF3345C3D8B5745,C9B79EBF778FE972
028E2A567222578B,C9B79EBF778FE972
E6CC45472366FD60,C9B79EBF778FE972
B19518A031AB50E1,75556553A5F08E4C
B19518A031AB50E1,75556553A5F08E4C
F4B8B33EC084E38C,75556553A5F08E4C
F4B8B33EC084E38C,75556553A5F08E4C
87E22D89433B0B36,368BB2EF1243A436
87E22D89433B0B36,368BB2EF1243A436
BFCCA380B902345D,5BD6A4EE56A73320
FE60C6BA4D4072B0,5CE8EFB41E0515D7
BF70667AD0AA66D0,5BD6A4EE56A73320
8DA2760716B0CAD3,5BD6A4EE56A73320
B1E79C4C2C9BF248,5BD6A4EE56A73320
12A56830F8203E80,95D565EF66E7DFF9
12A56830F8203E80,95D565EF66E7DFF9
12A56830F8203E80,95D565EF66E7DFF9
EAC8E8E6831D771E,5BD6A4EE56A73320
C24E982ABD9C2A8E,C364D5CFCE27A115
6DA7CAC0EF5496C0,C364D5CFCE27A115
E758E0151B03A4A8,5CE8EFB41E0515D7
96F393A2F314278B,460ABAE584E27A2A
9263FDF0AEF67BEB,8D88EA131D85C17E
8362459C36858972,75556553A5F08E4C
8362459C36858972,75556553A5F08E4C
9C87BF5715DE6B4C,5CE8EFB41E0515D7
BB012771C423F21B,C9B79EBF778FE972
AAD5FB4776DE8DFD,8D88EA131D85C17E
AA1579F74FAE3CBC,99BA9780D7CEBA09
474327CDE9F640AE,5BD6A4EE56A73320
99572392D32862BA,75556553A5F08E4C
99572392D32862BA,75556553A5F08E4C
BC8584883106108C,5BD6A4EE56A73320
C3E13D06182AFEF5,368BB2EF1243A436
C3E13D06182AFEF5,368BB2EF1243A436
A0E5D66BE53C5BC0,137346825DFD71FE
4FA8AE7FC83729FB,75556553A5F08E4C
4FA8AE7FC83729FB,75556553A5F08E4C
CE9CFE7256EB5282,C364D5CFCE27A115
BBAEE97EE89D064B,BECA51082AEC472A
CCEB5FE35982DC80,368BB2EF1243A436
A45CF4A25B3980F4,368BB2EF1243A436
8E26CDF19991439E,368BB2EF1243A436
073EF2E0292F42B9,5BD6A4EE56A73320
D3A170D90B64452A,368BB2EF1243A436
6EB535C725802748,368BB2EF1243A436
D8D8D3756B7A1F9A,368BB2EF1243A436
03FFDCABE17339D5,8D88EA131D85C17E
E7B71B27338ED8DB,5BD6A4EE56A73320
82C6F741689BE1B9,99BA9780D7CEBA09
22E1EAA23000FBBE,C364D5CFCE27A115
1F213162A485A917,99BA9780D7CEBA09
E766B7ED25D20F80,5CE8EFB41E0515D7
4B0D034AA28F1AE0,5CE8EFB41E0515D7
5DEFE2F06EF33298,368BB2EF1243A436
FE0B0D9B3AC6DC4C,460ABAE584E27A2A
88FBC58780452455,368BB2EF1243A436
7AF1A1CE1167C507,5BD6A4EE56A73320
780DE15E5DA1460C,897D8CD74D249C84
1C22C63F6A8FB7D2,C9B79EBF778FE972
3C4F9E66B0A2D2E2,99BA9780D7CEBA09
E0FB8014243BC3BB,99BA9780D7CEBA09
860E686C95ECCE81,368BB2EF1243A436
1E033A8B635CF14E,BECA51082AEC472A
02B80B0D667E6B2E,368BB2EF1243A436
0BAF984F14AF891D,5BD6A4EE56A73320
2135BC1DC896B8FC,368BB2EF1243A436
B5FCF3A09D5571A9,BECA51082AEC472A
3B5B4F3543AEDC96,368BB2EF1243A436
65F5A7F0A4EA2E43,137346825DFD71FE
B62DD0E2E407E5A7,368BB2EF1243A436
D4FAC0B17FBCF83D,5CE8EFB41E0515D7
8F41D59955D7D8C1,8D88EA131D85C17E
F5E36847963397C7,75556553A5F08E4C
F5E36847963397C7,75556553A5F08E4C
C3B78111C289459B,75556553A5F08E4C
C3B78111C289459B,75556553A5F08E4C
7C55F15082E6E19A,8D88EA131D85C17E
587931D377C9EC3E,5BD6A4EE56A73320
61D58B1C5EA8BF4A,368BB2EF1243A436
3F2DBA57F45B09D1,368BB2EF1243A436
A84508EFDE8AAFED,368BB2EF1243A436
713EBC0C6386E994,368BB2EF1243A436
216E39FDAC3628F7,368BB2EF1243A436
033108BE0171EE38,368BB2EF1243A436
643B14E7B7E285BD,368BB2EF1243A436
DB12AFC2439C3643,368BB2EF1243A436
9344466825509EC7,368BB2EF1243A436
4010BA22FABDD643,368BB2EF1243A436
5151557E0D5787C8,368BB2EF1243A436
A21002DD19A58F43,A548C152FF0DE9AB
57305D67A7CC9F53,5CE8EFB41E0515D7
CD8ABE4DF8C6BFB4,368BB2EF1243A436
8447CA2AE2129EE4,460ABAE584E27A2A
18F99864781D20B4,368BB2EF1243A436
282A946AD7BEC94E,368BB2EF1243A436
A1571B60202FF550,C364D5CFCE27A115
F8B9CFD018985237,5BD6A4EE56A73320
346DA4C8C1BC4FE9,5CE8EFB41E0515D7
68215A7F0AD56F49,8D88EA131D85C17E
32467861556A8B78,5CE8EFB41E0515D7
B170A017D04A1771,5CE8EFB41E0515D7
46628669967B4684,5BD6A4EE56A73320
ECE77A612301D17C,5BD6A4EE56A73320
1AF5C1120CFF697F,5BD6A4EE56A73320
A1EAC977CE712519,5BD6A4EE56A73320
3555E943B7E36601,99BA9780D7CEBA09
DF4FF3BEFBEDA097,8D88EA131D85C17E
D905AE52B614B674,99BA9780D7CEBA09
678AC7933DF9E4EA,99BA9780D7CEBA09
C278965D93D108F5,BECA51082AEC472A
7534BA1081DF6B35,5BD6A4EE56A73320
C954675170247337,5CE8EFB41E0515D7
B0EBA3830BE7C205,5CE8EFB41E0515D7
FBEF6692F2A39371,5BD6A4EE56A73320
45504E14015CFE09,99BA9780D7CEBA09
45504E14015CFE09,99BA9780D7CEBA09
A5DFCBE7D054C19F,5CE8EFB41E0515D7
2BA2DC21A1A7D12A,99BA9780D7CEBA09
65035E359093A90F,99BA9780D7CEBA09
51FC5A32F9ED107E,99BA9780D7CEBA09
768799804EB0817B,75556553A5F08E4C
768799804EB0817B,75556553A5F08E4C
AEF896CC1E9C8CEB,5CE8EFB41E0515D7
BCBB4995E5C1E868,C364D5CFCE27A115
640D30CC16D25F25,5CE8EFB41E0515D7
C9EC1DF72EBCDFE9,BBC826F2600D6108
466C2949A931CB70,368BB2EF1243A436
D5F8ECDC53112322,368BB2EF1243A436
119EB6FBAB3569B4,368BB2EF1243A436
78D3EA6469AD5E20,137346825DFD71FE
55013105C138C418,368BB2EF1243A436
2BF5EC026CEAB9D3,137346825DFD71FE
CD0833A3FD3F1398,368BB2EF1243A436
4ACD6AE2FAA373B0,460ABAE584E27A2A
A6A9174EB21725DA,BECA51082AEC472A
8E5BAA27E58193D3,368BB2EF1243A436
8E5BAA27E58193D3,368BB2EF1243A436
084D803C5C69F6C4,C364D5CFCE27A115
AEF32CDEF1FAC545,5CE8EFB41E0515D7
529F22A19620F642,5BD6A4EE56A73320
96474D327883CCFD,5BD6A4EE56A73320
4C3E866DA5ACA24E,368BB2EF1243A436
3E260C4E61590948,C364D5CFCE27A115
B1AB8AA2A74E39AC,368BB2EF1243A436
B9A8B5BC98C80986,368BB2EF1243A436
B9A8B5BC98C80986,368BB2EF1243A436
44847A33FBE4AAE3,C364D5CFCE27A115
F55584138AF50AAC,368BB2EF1243A436
23364B44B0768287,368BB2EF1243A436
9E67FB2ED2F168B8,5CE8EFB41E0515D7
9E67FB2ED2F168B8,5CE8EFB41E0515D7
F137856331407006,368BB2EF1243A436
606DD2F940CDFE4C,368BB2EF1243A436
15DE814F9F32E783,137346825DFD71FE
004D90F999E3ACB4,368BB2EF1243A436
4DA0866F092AA0F2,75556553A5F08E4C
4DA0866F092AA0F2,75556553A5F08E4C
5A6C079FBD5C5261,8D88EA131D85C17E
780CC60093053F00,75556553A5F08E4C
780CC60093053F00,75556553A5F08E4C
7669C436003B740B,75556553A5F08E4C
7669C436003B740B,75556553A5F08E4C
3A6EC7B4FC03AB38,368BB2EF1243A436
DC11CE81C6B321FC,A548C152FF0DE9AB
F148D63069BA77D2,C364D5CFCE27A115
C04F1CEAEE3DA4D8,368BB2EF1243A436
C04F1CEAEE3DA4D8,368BB2EF1243A436
40FE31E29DCF33A6,C9B79EBF778FE972
E6B1D858EB10003E,C9B79EBF778FE972
133C589F060A24CF,368BB2EF1243A436
A0AB7E1BF3C84625,99BA9780D7CEBA09
3D5961DF9F75B65E,5CE8EFB41E0515D7
D6E3FBFAD8301197,C9B79EBF778FE972
253F4772F5BD3331,460ABAE584E27A2A
39113518E535CE35,5CE8EFB41E0515D7
E5710C0AAED09630,8D88EA131D85C17E
C36BE78813739A73,368BB2EF1243A436
FA9F9380A6752D05,368BB2EF1243A436
B5114BBDDDA9678F,368BB2EF1243A436
432884E180E48C49,368BB2EF1243A436
C4F9B17D4C1CEF0B,368BB2EF1243A436
1185FDAE86F37D5D,137346825DFD71FE
16DE720B68BE1F8D,C364D5CFCE27A115
DB9CD5AED8BC390B,5CE8EFB41E0515D7
3D23C12905166C1B,897D8CD74D249C84
A0F4B44705FD23B7,5CE8EFB41E0515D7
368EC3AC345A97C6,5BD6A4EE56A73320
4E066670CEDDE815,BECA51082AEC472A
6DA8B85C7E1B69EF,897D8CD74D249C84
D8567B561F9B0876,C9B79EBF778FE972
DCAA8E72DA759109,C9B79EBF778FE972
070ABE9CBBB7ABBB,460ABAE584E27A2A
4259B895EC7BBB3D,897D8CD74D249C84
20479A3B581A7AFC,5BD6A4EE56A73320
33220265AB8B6DB4,BECA51082AEC472A
B3CF5379A59171EB,BECA51082AEC472A
EBFD518AB8FC5C1A,D553D83E05567F7F
65EB11C275EE8928,C9B79EBF778FE972
C9CF039D8F91D367,897D8CD74D249C84
A9FE49CA4919B074,5CE8EFB41E0515D7
CBE5D4225D18C57C,C364D5CFCE27A115
2D8783A7CB39AF38,A548C152FF0DE9AB
2586F4FE2F0AE5A6,137346825DFD71FE
AF309E5E9093083D,368BB2EF1243A436
ECB6C63265364A62,137346825DFD71FE
23EF17499E08BD32,C9B79EBF778FE972
C2DD51D0D3E8DFAB,5CE8EFB41E0515D7
13331647963E22D3,5CE8EFB41E0515D7
51DA8CB4D35A6209,897D8CD74D249C84
EB82D474472718CB,897D8CD74D249C84
01239CC5573481FA,897D8CD74D249C84
AB09BD8CD3A4F469,5CE8EFB41E0515D7
AA7C82D47B77C208,99BA9780D7CEBA09
3A2787A1C8BA07D1,99BA9780D7CEBA09
B79FCDFE38C2225C,BECA51082AEC472A
F97906F41BA9FFA4,460ABAE584E27A2A
E3D8D51469DD6875,897D8CD74D249C84
23803BA061D32122,C9B79EBF778FE972
0660D0083B078B11,368BB2EF1243A436
0660D0083B078B11,368BB2EF1243A436
100B6DD9A270F95D,5CE8EFB41E0515D7
C720D17035E8F4FA,897D8CD74D249C84
60FF5004069A7749,368BB2EF1243A436
60FF5004069A7749,368BB2EF1243A436
6514D6988EB4B90F,5CE8EFB41E0515D7
4DD98F4AC3C6C0D6,460ABAE584E27A2A
CE3F3763996DB66F,C9B79EBF778FE972
2466DF1E407C1181,C364D5CFCE27A115
FF5AE5DA2D6D7041,897D8CD74D249C84
B695E5414C291661,75556553A5F08E4C
B695E5414C291661,75556553A5F08E4C
234D08D740AE860F,897D8CD74D249C84
39FC57EFB0EFCC09,C9B79EBF778FE972
2014F6665F408519,368BB2EF1243A436
C54D49E2949D2593,BECA51082AEC472A
3FC7F239A99A257E,C364D5CFCE27A115
22674C1E606BB819,368BB2EF1243A436
7A07DFDED6DFF79F,C364D5CFCE27A115
AD0C6F4EF7CBFDF7,368BB2EF1243A436
AD0C6F4EF7CBFDF7,368BB2EF1243A436
70CAAD560DD66A89,95D565EF66E7DFF9
70CAAD560DD66A89,95D565EF66E7DFF9
70CAAD560DD66A89,95D565EF66E7DFF9
70CAAD560DD66A89,95D565EF66E7DFF9
70CAAD560DD66A89,95D565EF66E7DFF9
5D7417615700B9F1,C364D5CFCE27A115
55EEFDAF690866F2,BECA51082AEC472A
3286195C14416FA0,BECA51082AEC472A
5B4C779E55D9D865,5BD6A4EE56A73320
B934887693C828F0,368BB2EF1243A436
7B7696A93BCAE2C4,5BD6A4EE56A73320
0F17A55A76035111,368BB2EF1243A436
5FDC0954CAF3F75F,137346825DFD71FE
296D04D4B930E89A,C364D5CFCE27A115
EE4AC7A3659E947A,5CE8EFB41E0515D7
AB9093144F6B044A,C364D5CFCE27A115
6ECE524AA97E7F42,C364D5CFCE27A115
60539BD507AFBD4A,5BD6A4EE56A73320
042F40913085E3D6,99BA9780D7CEBA09
73BA3383D62CC3BB,C364D5CFCE27A115
6CD0512606233D11,5CE8EFB41E0515D7
6CD0512606233D11,5CE8EFB41E0515D7
1020CDF90CDC8852,C364D5CFCE27A115
E260AE8BEE3025F1,8D88EA131D85C17E
F2CBB2E9781BE47F,5CE8EFB41E0515D7
429D05E95B565383,99BA9780D7CEBA09
2F589C2F0564407E,BBC826F2600D6108
08AF8190F072EA37,99BA9780D7CEBA09
0BEFCFF399563A2A,C364D5CFCE27A115
EBE11459C4079A70,5CE8EFB41E0515D7
C3777B87322535EF,C364D5CFCE27A115
3729A166042DCFF0,C364D5CFCE27A115
C41FF190143EF796,C364D5CFCE27A115
CB1672B43CDE467A,5CE8EFB41E0515D7
7A246F7A4B94B616,5BD6A4EE56A73320
E859981C7BA44BD8,5CE8EFB41E0515D7
B4F16472F0568259,99BA9780D7CEBA09
A82492AC936016FD,C364D5CFCE27A115
7A9C85569438AEFA,8D88EA131D85C17E
0469576EB329823E,5CE8EFB41E0515D7
0469576EB329823E,5CE8EFB41E0515D7
AF322AF74F05B474,99BA9780D7CEBA09
6E74544ADDBA8687,C364D5CFCE27A115
78E2087BA7645C9A,99BA9780D7CEBA09
817F0A29B9511F48,C364D5CFCE27A115
08F976E3F14E37C8,C364D5CFCE27A115
29C41CE52ABFBBB4,99BA9780D7CEBA09
8EE89C598ABEEC99,C364D5CFCE27A115
